job_id,timestamp,machine,chip,target_model,draft_model,draft_len,n_prompt,n_predict,repeat,prompt_key,tokens_per_sec,prompt_eval_ms,eval_ms_per_token,draft_acceptance_rate,speedup_vs_baseline,raw_log,status
B_moe_q4_draft_0.8b_g8_short_factual_r1,2026-03-14T22:19:31.715558,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,6,256,1,short_factual,66.345,,15.073929961089494,0.0197999999999999,,raw/B_moe_q4_draft_0.8b_g8_short_factual_r1.txt,ok
B_moe_q4_draft_0.8b_g8_short_factual_r2,2026-03-14T22:19:38.470832,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,6,256,2,short_factual,66.348,,15.070038910505836,0.0197999999999999,,raw/B_moe_q4_draft_0.8b_g8_short_factual_r2.txt,ok
B_moe_q4_draft_0.8b_g8_code_gen_r0,2026-03-14T22:19:45.657195,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,18,256,0,code_gen,64.801,,15.431906614785992,0.0072299999999999,,raw/B_moe_q4_draft_0.8b_g8_code_gen_r0.txt,ok
B_moe_q4_draft_0.8b_g8_code_gen_r1,2026-03-14T22:19:52.846412,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,18,256,1,code_gen,64.753,,15.443579766536965,0.0072299999999999,,raw/B_moe_q4_draft_0.8b_g8_code_gen_r1.txt,ok
B_moe_q4_draft_0.8b_g8_code_gen_r2,2026-03-14T22:20:00.070095,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,18,256,2,code_gen,64.743,,15.447470817120623,0.0072299999999999,,raw/B_moe_q4_draft_0.8b_g8_code_gen_r2.txt,ok
B_moe_q4_draft_0.8b_g8_long_reasoning_r0,2026-03-14T22:20:07.285717,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,25,256,0,long_reasoning,64.887,,15.410852713178295,0.00454,,raw/B_moe_q4_draft_0.8b_g8_long_reasoning_r0.txt,ok
B_moe_q4_draft_0.8b_g8_long_reasoning_r1,2026-03-14T22:20:14.496565,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,25,256,1,long_reasoning,64.91,,15.406976744186046,0.00454,,raw/B_moe_q4_draft_0.8b_g8_long_reasoning_r1.txt,ok
B_moe_q4_draft_0.8b_g8_long_reasoning_r2,2026-03-14T22:20:21.700741,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,25,256,2,long_reasoning,64.93,,15.4031007751938,0.00454,,raw/B_moe_q4_draft_0.8b_g8_long_reasoning_r2.txt,ok
B_moe_q4_draft_0.8b_g8_chinese_r0,2026-03-14T22:20:28.861239,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,1,256,0,chinese,64.847,,15.42023346303502,0.01175,,raw/B_moe_q4_draft_0.8b_g8_chinese_r0.txt,ok
B_moe_q4_draft_0.8b_g8_chinese_r1,2026-03-14T22:20:36.048195,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,1,256,1,chinese,64.764,,15.439688715953308,0.01175,,raw/B_moe_q4_draft_0.8b_g8_chinese_r1.txt,ok
B_moe_q4_draft_0.8b_g8_chinese_r2,2026-03-14T22:20:43.259856,m2ultra,M2 Ultra,moe_q4,draft_0.8b,8,1,256,2,chinese,64.809,,15.428015564202335,0.01175,,raw/B_moe_q4_draft_0.8b_g8_chinese_r2.txt,ok
B_moe_q4_draft_0.8b_g16_short_factual_r0,2026-03-14T22:20:49.952769,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,6,256,0,short_factual,70.269,,14.229571984435797,0.00501,,raw/B_moe_q4_draft_0.8b_g16_short_factual_r0.txt,ok
B_moe_q4_draft_0.8b_g16_short_factual_r1,2026-03-14T22:20:56.652488,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,6,256,1,short_factual,70.18,,14.249027237354085,0.00501,,raw/B_moe_q4_draft_0.8b_g16_short_factual_r1.txt,ok
B_moe_q4_draft_0.8b_g16_short_factual_r2,2026-03-14T22:21:03.367217,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,6,256,2,short_factual,70.331,,14.217898832684824,0.00501,,raw/B_moe_q4_draft_0.8b_g16_short_factual_r2.txt,ok
B_moe_q4_draft_0.8b_g16_code_gen_r0,2026-03-14T22:21:10.128007,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,18,256,0,code_gen,69.87,,14.311284046692608,0.00254,,raw/B_moe_q4_draft_0.8b_g16_code_gen_r0.txt,ok
B_moe_q4_draft_0.8b_g16_code_gen_r1,2026-03-14T22:21:16.868953,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,18,256,1,code_gen,69.825,,14.32295719844358,0.00254,,raw/B_moe_q4_draft_0.8b_g16_code_gen_r1.txt,ok
B_moe_q4_draft_0.8b_g16_code_gen_r2,2026-03-14T22:21:23.589581,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,18,256,2,code_gen,69.571,,14.373540856031129,0.00254,,raw/B_moe_q4_draft_0.8b_g16_code_gen_r2.txt,ok
B_moe_q4_draft_0.8b_g16_long_reasoning_r0,2026-03-14T22:21:30.267132,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,25,256,0,long_reasoning,69.628,,14.361867704280156,0.00099,,raw/B_moe_q4_draft_0.8b_g16_long_reasoning_r0.txt,ok
B_moe_q4_draft_0.8b_g16_long_reasoning_r1,2026-03-14T22:21:37.034268,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,25,256,1,long_reasoning,69.401,,14.408560311284047,0.00099,,raw/B_moe_q4_draft_0.8b_g16_long_reasoning_r1.txt,ok
B_moe_q4_draft_0.8b_g16_long_reasoning_r2,2026-03-14T22:21:43.793848,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,25,256,2,long_reasoning,69.204,,14.45136186770428,0.00099,,raw/B_moe_q4_draft_0.8b_g16_long_reasoning_r2.txt,ok
B_moe_q4_draft_0.8b_g16_chinese_r0,2026-03-14T22:21:50.557111,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,1,256,0,chinese,69.451,,14.396887159533074,0.00099,,raw/B_moe_q4_draft_0.8b_g16_chinese_r0.txt,ok
B_moe_q4_draft_0.8b_g16_chinese_r1,2026-03-14T22:21:57.311379,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,1,256,1,chinese,69.586,,14.369649805447471,0.00099,,raw/B_moe_q4_draft_0.8b_g16_chinese_r1.txt,ok
B_moe_q4_draft_0.8b_g16_chinese_r2,2026-03-14T22:22:03.999291,m2ultra,M2 Ultra,moe_q4,draft_0.8b,16,1,256,2,chinese,69.338,,14.424124513618677,0.00099,,raw/B_moe_q4_draft_0.8b_g16_chinese_r2.txt,ok
B_moe_q4_draft_2b_g4_short_factual_r0,2026-03-14T22:22:12.734198,m2ultra,M2 Ultra,moe_q4,draft_2b,4,6,256,0,short_factual,57.038,,17.53307392996109,0.11364,,raw/B_moe_q4_draft_2b_g4_short_factual_r0.txt,ok
B_moe_q4_draft_2b_g4_short_factual_r1,2026-03-14T22:22:20.456457,m2ultra,M2 Ultra,moe_q4,draft_2b,4,6,256,1,short_factual,56.839,,17.595330739299612,0.11364,,raw/B_moe_q4_draft_2b_g4_short_factual_r1.txt,ok
B_moe_q4_draft_2b_g4_short_factual_r2,2026-03-14T22:22:28.177167,m2ultra,M2 Ultra,moe_q4,draft_2b,4,6,256,2,short_factual,57.09,,17.51750972762646,0.11364,,raw/B_moe_q4_draft_2b_g4_short_factual_r2.txt,ok
B_moe_q4_draft_2b_g4_code_gen_r0,2026-03-14T22:22:35.888693,m2ultra,M2 Ultra,moe_q4,draft_2b,4,18,256,0,code_gen,56.158,,17.80544747081712,0.01778,,raw/B_moe_q4_draft_2b_g4_code_gen_r0.txt,ok
B_moe_q4_draft_2b_g4_code_gen_r1,2026-03-14T22:22:43.613604,m2ultra,M2 Ultra,moe_q4,draft_2b,4,18,256,1,code_gen,56.179,,17.801556420233464,0.01778,,raw/B_moe_q4_draft_2b_g4_code_gen_r1.txt,ok
B_moe_q4_draft_2b_g4_code_gen_r2,2026-03-14T22:22:51.390375,m2ultra,M2 Ultra,moe_q4,draft_2b,4,18,256,2,code_gen,56.037,,17.844357976653697,0.01778,,raw/B_moe_q4_draft_2b_g4_code_gen_r2.txt,ok
B_moe_q4_draft_2b_g4_long_reasoning_r0,2026-03-14T22:22:59.166097,m2ultra,M2 Ultra,moe_q4,draft_2b,4,25,256,0,long_reasoning,56.75,,17.622568093385215,0.00806,,raw/B_moe_q4_draft_2b_g4_long_reasoning_r0.txt,ok
B_moe_q4_draft_2b_g4_long_reasoning_r1,2026-03-14T22:23:06.931666,m2ultra,M2 Ultra,moe_q4,draft_2b,4,25,256,1,long_reasoning,56.574,,17.67704280155642,0.00806,,raw/B_moe_q4_draft_2b_g4_long_reasoning_r1.txt,ok
B_moe_q4_draft_2b_g4_long_reasoning_r2,2026-03-14T22:23:14.627563,m2ultra,M2 Ultra,moe_q4,draft_2b,4,25,256,2,long_reasoning,56.65,,17.653696498054476,0.00806,,raw/B_moe_q4_draft_2b_g4_long_reasoning_r2.txt,ok
B_moe_q4_draft_2b_g4_chinese_r0,2026-03-14T22:23:22.337947,m2ultra,M2 Ultra,moe_q4,draft_2b,4,1,256,0,chinese,56.628,,17.657587548638134,0.02004,,raw/B_moe_q4_draft_2b_g4_chinese_r0.txt,ok
B_moe_q4_draft_2b_g4_chinese_r1,2026-03-14T22:23:30.051161,m2ultra,M2 Ultra,moe_q4,draft_2b,4,1,256,1,chinese,56.589,,17.673151750972764,0.02004,,raw/B_moe_q4_draft_2b_g4_chinese_r1.txt,ok
B_moe_q4_draft_2b_g4_chinese_r2,2026-03-14T22:23:37.753713,m2ultra,M2 Ultra,moe_q4,draft_2b,4,1,256,2,chinese,56.648,,17.653696498054476,0.02004,,raw/B_moe_q4_draft_2b_g4_chinese_r2.txt,ok
B_moe_q4_draft_2b_g8_short_factual_r0,2026-03-14T22:23:45.475904,m2ultra,M2 Ultra,moe_q4,draft_2b,8,6,256,0,short_factual,58.379,,17.1284046692607,0.04521,,raw/B_moe_q4_draft_2b_g8_short_factual_r0.txt,ok
B_moe_q4_draft_2b_g8_short_factual_r1,2026-03-14T22:23:53.174219,m2ultra,M2 Ultra,moe_q4,draft_2b,8,6,256,1,short_factual,58.271,,17.15953307392996,0.04521,,raw/B_moe_q4_draft_2b_g8_short_factual_r1.txt,ok
B_moe_q4_draft_2b_g8_short_factual_r2,2026-03-14T22:24:00.875712,m2ultra,M2 Ultra,moe_q4,draft_2b,8,6,256,2,short_factual,58.264,,17.163424124513618,0.04521,,raw/B_moe_q4_draft_2b_g8_short_factual_r2.txt,ok
B_moe_q4_draft_2b_g8_code_gen_r0,2026-03-14T22:24:08.600253,m2ultra,M2 Ultra,moe_q4,draft_2b,8,18,256,0,code_gen,59.195,,16.891472868217054,0.00612,,raw/B_moe_q4_draft_2b_g8_code_gen_r0.txt,ok
B_moe_q4_draft_2b_g8_code_gen_r1,2026-03-14T22:24:16.324151,m2ultra,M2 Ultra,moe_q4,draft_2b,8,18,256,1,code_gen,59.166,,16.9031007751938,0.00612,,raw/B_moe_q4_draft_2b_g8_code_gen_r1.txt,ok
B_moe_q4_draft_2b_g8_code_gen_r2,2026-03-14T22:24:24.031926,m2ultra,M2 Ultra,moe_q4,draft_2b,8,18,256,2,code_gen,59.117,,16.914728682170544,0.00612,,raw/B_moe_q4_draft_2b_g8_code_gen_r2.txt,ok
B_moe_q4_draft_2b_g8_long_reasoning_r0,2026-03-14T22:24:31.757445,m2ultra,M2 Ultra,moe_q4,draft_2b,8,25,256,0,long_reasoning,57.529,,17.381322957198442,0.00778,,raw/B_moe_q4_draft_2b_g8_long_reasoning_r0.txt,ok
B_moe_q4_draft_2b_g8_long_reasoning_r1,2026-03-14T22:24:39.471100,m2ultra,M2 Ultra,moe_q4,draft_2b,8,25,256,1,long_reasoning,57.62,,17.35408560311284,0.00778,,raw/B_moe_q4_draft_2b_g8_long_reasoning_r1.txt,ok
B_moe_q4_draft_2b_g8_long_reasoning_r2,2026-03-14T22:24:47.181630,m2ultra,M2 Ultra,moe_q4,draft_2b,8,25,256,2,long_reasoning,57.396,,17.424124513618676,0.00778,,raw/B_moe_q4_draft_2b_g8_long_reasoning_r2.txt,ok
B_moe_q4_draft_2b_g8_chinese_r0,2026-03-14T22:24:54.971709,m2ultra,M2 Ultra,moe_q4,draft_2b,8,1,256,0,chinese,57.023,,17.53696498054475,0.01002,,raw/B_moe_q4_draft_2b_g8_chinese_r0.txt,ok
B_moe_q4_draft_2b_g8_chinese_r1,2026-03-14T22:25:02.675207,m2ultra,M2 Ultra,moe_q4,draft_2b,8,1,256,1,chinese,57.622,,17.35408560311284,0.01002,,raw/B_moe_q4_draft_2b_g8_chinese_r1.txt,ok
B_moe_q4_draft_2b_g8_chinese_r2,2026-03-14T22:25:10.386821,m2ultra,M2 Ultra,moe_q4,draft_2b,8,1,256,2,chinese,57.365,,17.43190661478599,0.01002,,raw/B_moe_q4_draft_2b_g8_chinese_r2.txt,ok
B_moe_q4_draft_2b_g16_short_factual_r0,2026-03-14T22:25:17.586525,m2ultra,M2 Ultra,moe_q4,draft_2b,16,6,256,0,short_factual,62.983,,15.875486381322958,0.02541,,raw/B_moe_q4_draft_2b_g16_short_factual_r0.txt,ok
B_moe_q4_draft_2b_g16_short_factual_r1,2026-03-14T22:25:24.857590,m2ultra,M2 Ultra,moe_q4,draft_2b,16,6,256,1,short_factual,62.764,,15.93385214007782,0.02541,,raw/B_moe_q4_draft_2b_g16_short_factual_r1.txt,ok
B_moe_q4_draft_2b_g16_short_factual_r2,2026-03-14T22:25:32.129558,m2ultra,M2 Ultra,moe_q4,draft_2b,16,6,256,2,short_factual,62.666,,15.957198443579767,0.02541,,raw/B_moe_q4_draft_2b_g16_short_factual_r2.txt,ok
B_moe_q4_draft_2b_g16_code_gen_r0,2026-03-14T22:25:39.383521,m2ultra,M2 Ultra,moe_q4,draft_2b,16,18,256,0,code_gen,62.2,,16.07782101167315,0.0053,,raw/B_moe_q4_draft_2b_g16_code_gen_r0.txt,ok
B_moe_q4_draft_2b_g16_code_gen_r1,2026-03-14T22:25:46.643185,m2ultra,M2 Ultra,moe_q4,draft_2b,16,18,256,1,code_gen,61.974,,16.136186770428015,0.0053,,raw/B_moe_q4_draft_2b_g16_code_gen_r1.txt,ok
B_moe_q4_draft_2b_g16_code_gen_r2,2026-03-14T22:25:53.892926,m2ultra,M2 Ultra,moe_q4,draft_2b,16,18,256,2,code_gen,62.435,,16.01556420233463,0.0053,,raw/B_moe_q4_draft_2b_g16_code_gen_r2.txt,ok
B_moe_q4_draft_2b_g16_long_reasoning_r0,2026-03-14T22:26:01.148554,m2ultra,M2 Ultra,moe_q4,draft_2b,16,25,256,0,long_reasoning,62.038,,16.120622568093385,0.00362,,raw/B_moe_q4_draft_2b_g16_long_reasoning_r0.txt,ok
B_moe_q4_draft_2b_g16_long_reasoning_r1,2026-03-14T22:26:08.873725,m2ultra,M2 Ultra,moe_q4,draft_2b,16,25,256,1,long_reasoning,62.131,,16.09338521400778,0.00362,,raw/B_moe_q4_draft_2b_g16_long_reasoning_r1.txt,ok
B_moe_q4_draft_2b_g16_long_reasoning_r2,2026-03-14T22:26:16.580548,m2ultra,M2 Ultra,moe_q4,draft_2b,16,25,256,2,long_reasoning,61.574,,16.24124513618677,0.00362,,raw/B_moe_q4_draft_2b_g16_long_reasoning_r2.txt,ok
B_moe_q4_draft_2b_g16_chinese_r0,2026-03-14T22:26:24.287517,m2ultra,M2 Ultra,moe_q4,draft_2b,16,1,256,0,chinese,59.984,,16.669260700389106,0.0017599999999999,,raw/B_moe_q4_draft_2b_g16_chinese_r0.txt,ok
B_moe_q4_draft_2b_g16_chinese_r1,2026-03-14T22:26:32.014771,m2ultra,M2 Ultra,moe_q4,draft_2b,16,1,256,1,chinese,60.074,,16.64591439688716,0.0017599999999999,,raw/B_moe_q4_draft_2b_g16_chinese_r1.txt,ok
B_moe_q4_draft_2b_g16_chinese_r2,2026-03-14T22:26:39.754459,m2ultra,M2 Ultra,moe_q4,draft_2b,16,1,256,2,chinese,60.108,,16.638132295719846,0.0017599999999999,,raw/B_moe_q4_draft_2b_g16_chinese_r2.txt,ok
B_moe_q8_draft_0.8b_g4_short_factual_r0,2026-03-14T22:26:48.489750,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,6,256,0,short_factual,58.998,,16.95,0.05116,,raw/B_moe_q8_draft_0.8b_g4_short_factual_r0.txt,ok
B_moe_q8_draft_0.8b_g4_short_factual_r1,2026-03-14T22:26:57.210754,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,6,256,1,short_factual,58.96,,16.96153846153846,0.05116,,raw/B_moe_q8_draft_0.8b_g4_short_factual_r1.txt,ok
B_moe_q8_draft_0.8b_g4_short_factual_r2,2026-03-14T22:27:05.956538,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,6,256,2,short_factual,58.895,,16.98076923076923,0.05116,,raw/B_moe_q8_draft_0.8b_g4_short_factual_r2.txt,ok
B_moe_q8_draft_0.8b_g4_code_gen_r0,2026-03-14T22:27:14.711045,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,18,256,0,code_gen,57.006,,17.540856031128406,0.0235,,raw/B_moe_q8_draft_0.8b_g4_code_gen_r0.txt,ok
B_moe_q8_draft_0.8b_g4_code_gen_r1,2026-03-14T22:27:23.443211,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,18,256,1,code_gen,56.86,,17.587548638132297,0.0235,,raw/B_moe_q8_draft_0.8b_g4_code_gen_r1.txt,ok
B_moe_q8_draft_0.8b_g4_code_gen_r2,2026-03-14T22:27:32.190920,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,18,256,2,code_gen,57.116,,17.509727626459146,0.0235,,raw/B_moe_q8_draft_0.8b_g4_code_gen_r2.txt,ok
B_moe_q8_draft_0.8b_g4_long_reasoning_r0,2026-03-14T22:27:40.937663,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,25,256,0,long_reasoning,57.696,,17.332046332046332,0.01875,,raw/B_moe_q8_draft_0.8b_g4_long_reasoning_r0.txt,ok
B_moe_q8_draft_0.8b_g4_long_reasoning_r1,2026-03-14T22:27:49.676042,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,25,256,1,long_reasoning,57.366,,17.43243243243243,0.01875,,raw/B_moe_q8_draft_0.8b_g4_long_reasoning_r1.txt,ok
B_moe_q8_draft_0.8b_g4_long_reasoning_r2,2026-03-14T22:27:58.420716,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,25,256,2,long_reasoning,57.662,,17.343629343629345,0.01875,,raw/B_moe_q8_draft_0.8b_g4_long_reasoning_r2.txt,ok
B_moe_q8_draft_0.8b_g4_chinese_r0,2026-03-14T22:28:07.140181,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,1,256,0,chinese,56.47,,17.708171206225682,0.0144599999999999,,raw/B_moe_q8_draft_0.8b_g4_chinese_r0.txt,ok
B_moe_q8_draft_0.8b_g4_chinese_r1,2026-03-14T22:28:15.874350,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,1,256,1,chinese,56.264,,17.77431906614786,0.0144599999999999,,raw/B_moe_q8_draft_0.8b_g4_chinese_r1.txt,ok
B_moe_q8_draft_0.8b_g4_chinese_r2,2026-03-14T22:28:24.600429,m2ultra,M2 Ultra,moe_q8,draft_0.8b,4,1,256,2,chinese,56.349,,17.747081712062258,0.0144599999999999,,raw/B_moe_q8_draft_0.8b_g4_chinese_r2.txt,ok
B_moe_q8_draft_0.8b_g8_short_factual_r0,2026-03-14T22:28:32.812061,m2ultra,M2 Ultra,moe_q8,draft_0.8b,8,6,256,0,short_factual,61.313,,16.311284046692606,0.01914,,raw/B_moe_q8_draft_0.8b_g8_short_factual_r0.txt,ok
